[noise],2.4,2.59
er,2.9,3.09
im,3.09,3.21
gonna,3.21,3.38
be,3.39,3.5
talking,3.5,3.86
about,3.86,4.13
very,4.17,4.69
fundamental,4.7,5.2
questions,5.2,5.71
relating,5.71,6.07
to,6.07,6.17
computation,6.17,7
like,7.07,7.36
what,7.37,7.65
can,7.65,7.8
a,7.8,7.86
computer,7.86,8.28
do,8.28,8.64
er,9.29,9.48
or,9.49,9.66
if,9.66,9.76
we,9.76,9.87
have,9.87,10
limited,10.01,10.43
resources,10.429999,11.059999
what,11.059999,11.249999
can,11.25,11.4
we,11.4,11.52
do,11.52,11.91
ah,12.139999,12.349999
with,12.37,12.55
a,12.55,12.59
computer,12.59,13.15
[noise],13.38,13.63
were,13.63,13.85
gonna,13.849999,14.009999
have,14.009999,14.319999
sweeping,14.32,14.89
in,14.889999,14.989999
very,14.99,15.33
relevant,15.33,15.72
statements,15.73,16.26
about,16.26,16.55
all,16.559999,16.829999
computers,16.83,17.38
its,17.389999,17.579999
uh,17.949999,18.069999
its,18.07,18.25
quite,18.25,18.53
actually,18.57,18.97
an,18.97,19.04
uh,19.04,19.11
an,19.129999,19.289999
amazing,19.29,19.68
outcome,19.69,20.09
that,20.09,20.3
that,20.31,20.51
will,20.51,20.61
get,20.61,20.79
to,20.79,20.99
and,20.99,21.07
in,21.07,21.1
the,21.1,21.16
next,21.16,21.36
couple,21.36,21.63
of,21.63,21.74
lectures,21.74,22.26
[noise],22.29,22.56
so,22.86,23.04
now,23.04,23.23
lets,23.23,23.43
take,23.43,23.6
a,23.6,23.64
look,23.64,23.87
at,23.88,24.06
regular,24.07,24.5
expressions,24.5,25.34
its,25.43,25.61
a,25.61,25.65
notation,25.65,26.37
for,26.38,26.56
specifying,26.559999,27.38
a,27.38,27.45
set,27.45,27.66
of,27.66,27.76
string,27.76,28.16
ah,28.429999,28.619999
otherwise,28.65,29
known,29,29.15
as,29.15,29.27
a,29.27,29.34
formal,29.34,29.74
language,29.74,30.35
[noise],30.429999,30.919999
these,30.92,31.17
are,31.17,31.4
simple,31.429999,31.879999
rules,31.88,32.4
uh,32.44,32.6
easy,32.599999,32.969999
to,32.969999,33.119999
understand,33.12,33.99
ah,34.119999,34.379999
but,34.41,34.62
it,34.629999,34.659999
turns,34.66,34.94
out,34.940001,35.140001
to,35.139999,35.239999
be,35.24,35.65
ah,35.690001,36.070001
a,36.359999,36.719999
very,37,37.6
expressive,37.6,38.35
ah,38.43,38.71
notation,38.72,39.4
for,39.41,39.85
specifying,39.93,40.69
sets,40.69,40.96
of,40.96,41.04
strings,41.04,41.61
[noise],41.88,42.35
ah,42.35,42.62
so,42.69,43
for,43,43.12
example,43.12,43.8
[noise],43.81,44.04
dot,44.04,44.38
star,44.38,44.87
spb,44.9,45.48
dot,45.49,45.71
star,45.71,46.14
thats,46.4,46.62
all,46.63,46.87
strings,46.87,47.35
that,47.349999,47.469999
have,47.48,47.75
spb,47.78,48.57
inside,48.58,49.04
them,49.04,49.25
somewhere,49.259999,49.829999
ah,50.65,50.99
[laughter],51.009999,51.199999
so,51.21,51.46
heres,51.46,51.8
ah,51.799999,52.099999
just,52.109999,52.359999
another,52.359999,52.699999
example,52.699999,53.389999
ah,53.459999,53.719999
widower,53.75,54.12
you,54.119999,54.139999
email,54.139999,54.509999
address,54.51,54.88
idea,54.88,55.39
<unk>,55.46,55.62
ah,55.7,56.08
[noise],56.12,56.43
in,56.43,56.58
so,56.58,56.94
<unk>,57.27,57.44
this,57.46,57.69
is,57.7,57.83
again,57.83,58.29
a,58.33,58.44
generalized,58.44,58.98
regular,58.98,59.33
expression,59.33,59.94
that,59.95,59.98
says,59.98,60.2
at,60.2,60.31
least,60.31,60.61
one,60.61,60.81
lower,60.82,61.03
case,61.03,61.27
character,61.27,61.75
followed,61.75,61.97
by,61.97,62.17
add,62.179999,62.379999
sign,62.38,62.83
ah,63.23,63.45
followed,63.46,63.85
by,63.849999,64.239999
yet,64.26,64.55
at,64.62,64.88
a,64.95,65.09
sequence,65.09,65.57
on,65.57,65.63
both,65.63,65.86
ah,66.03,66.45
at,66.52,66.69
least,66.69,67.01
