running,4.13,4.42,
experiments,4.42,4.95,
is,4.95,5.1,
one,5.1,5.3,
thing,5.32,5.58,
but,5.58,5.72,
now,5.72,5.85,
we're,5.85,5.95,
gonna,5.95,6.1,
look,6.1,6.29,
at,6.29,6.39,
an,6.39,6.52,
even,6.52,6.72,
stronger,6.72,7.16,
idea,7.16,7.55,
that,7.55,7.6,
we,7.62,7.77,
can,7.77,7.94,
develop,7.94,8.34,
mathematical,8.34,8.99,
models,8.99,9.46,
that,9.46,9.63,
describe,9.639999,10.179999,
the,10.469999,10.569999,
performance,10.57,11.02,
of,11.02,11.17,
our,11.17,11.26,
program,11.259999,11.709999,
so,11.71,11.83,
we,11.84,11.99,
can,11.99,12.14,
use,12.139999,12.539999,
ah,12.599999,12.889999,
as,12.94,13.18,
check,13.179999,13.449999,
as,13.46,13.62,
some,13.62,13.75,
better,13.75,13.95,
way,13.95,14.15,
to,14.15,14.25,
understand,14.25,14.8,
the,14.799999,14.869999,
programs,14.87,15.47,
[noise],15.469999,16.229999,
not,16.359999,16.549999,
so,16.549999,16.639999,
the,16.639999,16.729999,
question,16.73,17.19,
is,17.199999,17.549999,
can,17.58,17.79,
we,17.789999,18.099999,
write,18.1,18.54,
down,18.55,18.81,
in,18.81,18.83,
an,18.83,18.94,
accurate,18.95,19.34,
formula,19.34,19.82,
for,19.84,19.99,
the,19.99,20.07,
running,20.07,20.26,
time,20.26,20.47,
of,20.47,20.58,
of,20.58,20.6,
a,20.6,20.65,
computer,20.65,21.01,
program,21.01,21.55,
[noise],21.68,22.2,
ah,22.32,22.64,
<unk>,22.66,22.83,
for,22.86,23.27,
in,23.31,23.47,
the,23.47,23.56,
nineteen,23.56,23.88,
sixties,23.88,24.44,
the,24.48,24.62,
prevailing,24.62,25.16,
wisdom,25.16,25.37,
was,25.37,25.76,
now,25.76,26.14,
it's,26.15,26.31,
it's,26.32,26.67,
much,26.69,26.98,
too,26.98,27.14,
complicated,27.139999,27.759999,
ah,28.059999,28.339999,
asking,28.349999,28.609999,
computers,28.62,29.36,
ah,29.41,29.69,
an,29.7,29.83,
extremely,29.83,30.43,
complicated,30.429999,30.949999,
device,30.96,31.47,
in,31.49,31.67,
developing,31.67,32.12,
such,32.12,32.32,
a,32.32,32.37,
model,32.37,32.73,
would,32.74,32.92,
be,32.92,33.15,
much,33.16,33.39,
much,33.389999,33.719999,
too,33.75,33.93,
difficult,33.929999,34.399999,
ah,34.73,35.08,
[noise],35.15,35.6,
but,35.6,35.94,
uh,36,36.31,
in,36.309999,36.499999,
the,36.5,36.6,
late,36.6,36.85,
sixties,36.85,37.59,
uh,37.62,38.09,
Knuth,38.3,38.75,
showed,38.75,39.3,
ah,39.41,39.76,
that,40.01,40.31,
actually,40.33,41.12,
ah,41.21,41.61,
it,41.79,41.93,
is,41.93,42.05,
something,42.05,42.47,
that,42.49,42.76,
that,42.77,43.02,
we,43.02,43.14,
can,43.14,43.29,
do,43.29,43.6,
ah,43.8,44.14,
an,44.33,44.46,
he,44.46,44.58,
wrote,44.58,44.81,
a,44.809999,45.049999,
series,45.09,45.54,
of,45.54,45.81,
ah,45.83,46.05,
for,46.07,46.34,
books,46.34,46.77,
that,46.78,47.07,
ah,47.2,47.5,
did,47.74,47.99,
so,47.99,48.28,
for,48.28,48.63,
many,48.639999,48.949999,
many,48.95,49.35,
uh,49.37,49.51,
important,49.54,50.02,
computer,50.02,50.42,
algorithms,50.42,50.94,
and,51.429999,52,
the,52.01,52.08,
idea,52.08,52.53,
was,52.529999,52.869999,
just,52.879999,53.139999,
<unk>,53.139999,53.279999,
ah,53.32,53.5,
very,53.529999,53.799999,
straight,53.799999,54.079999,
forward,54.08,54.63,
ah,54.68,54.89,
we,54.91,55.07,
determine,55.07,55.59,
a,55.59,55.8,
set,55.81,56.02,
of,56.02,56.12,
operations,56.12,56.84,
ah,56.87,57.07,
that,57.11,57.31,
the,57.31,57.59,
ah,58.03,58.37,
programs,58.45,59.06,
gonna,59.09,59.33,
use,59.35,59.75,
to,59.75,59.97,
get,59.98,60.17,
us,60.17,60.27,
job,60.27,60.58,
done,60.58,60.88,
[noise],60.95,61.35,
and,61.35,61.53,
then,61.53,61.75,
we,61.76,61.91,
find,61.91,62.16,
a,62.16,62.22,
cost,62.22,62.64,
of,62.639999,62.739999,
each,62.77,62.95,
one,62.95,63.1,
of,63.099999,63.199999,
the,63.2,63.31,
operations,63.309999,64.119999,
ah,64.25,64.49,
in,64.49,64.64,
those,64.639999,64.839999,
date,64.84,65.1,
there,65.139999,65.269999,
was,65.27,65.41,
a,65.41,65.45,
manual,65.45,65.94,
who,65.94,66.09,
tell,66.09,66.26,
you,66.259999,66.419999,
exactly,66.42,67.06,
uh-huh,67.42,67.57,
how,67.58,67.67,
much,67.67,67.86,
time,67.86,68.15,
each,68.15,68.28,
instruction,68.28,68.89,
ah,68.929999,69.079999,
would,69.099999,69.309999,
take,69.309999,69.679999,
ah,69.75,70.11,
in,70.139999,70.429999,
nowadays,70.440001,70.950001,
there's,70.949999,71.199999,
ways,71.25,71.58,
to,71.58,71.63,
find,71.629999,71.879999,
that,71.879999,72.019999,
out,72.029999,72.179999,
depends,72.18,72.5,
on,72.5,72.59,
the,72.59,72.67,
system,72.67,73,
software,73,73.51,
and,73.459999,73.549999,
all,73.51,73.55,
of,73.55,73.65,
the,73.65,73.75,
things,73.76,74.18,
[noise],74.18,74.84,
then,74.84,75.11,
you,75.11,75.21,
find,75.21,75.5,
the,75.51,75.62,
frequency,75.62,76.28,
of,76.28,76.43,
execution,76.43,77.12,
of,77.15,77.29,
each,77.34,77.55,
one,77.55,77.75,
or,77.75,77.81,
the,77.81,77.95,
operations,77.95,78.72,
no,78.79,78.97,
that's,79,79.25,
gonna,79.25,79.42,
depend,79.42,79.84,
on,79.84,79.93,
what,79.93,80.07,
the,80.07,80.2,
input,80.2,80.54,
is,80.54,80.76,
and,80.76,80.87,
it's,80.87,80.99,
gonna,80.99,81.17,
depend,81.17,81.53,
on,81.53,81.63,
the,81.639999,81.789999,
algorithm,81.79,82.32,
[noise],82.37,82.86,
uh,82.86,83.02,
and,83.02,83.22,
then,83.219999,83.329999,
you,83.33,83.41,
find,83.41,83.68,
a,83.679999,83.719999,
total,83.719999,84.039999,
cost,84.059999,84.479999,
by,84.5,84.77,
just,84.809999,84.959999,
to,84.96,85.04,
uh,85.04,85.05,
adding,85.059999,85.459999,
the,85.46,85.6,
cost,85.62,86.16,
times,86.23,86.49,
the,86.49,86.58,
frequency,86.589999,87.289999,
ah,87.37,87.57,
for,87.589999,87.879999,
all,87.889999,88.099999,
the,88.1,88.25,
operation,88.25,88.85,
ah,89.539999,89.809999,
in,89.82,90.09,
yes,90.09,90.4,
er,90.43,90.56,
uh,90.45,90.57,
it,90.6,90.77,
can,90.77,90.92,
be,90.92,91.06,
complicated,91.06,91.72,
but,91.73,92.05,
[noise],92.05,92.29,
are,92.29,92.47,
there,92.47,92.65,
are,92.65,92.85,
also,92.87,93.51,
ah,93.59,93.95,
ways,94.18,94.61,
to,94.61,94.97,
ah,95,95.28,
make,95.45,95.91,
ah,95.96,96.05,
get,96.06,96.3,
useful,96.31,96.8,
of,96.81,96.96,
approximation,96.99,97.82,
since,97.82,97.93,
that,97.93,98.2,
uh,98.23,98.5,
[noise],98.55,98.78,
make,98.78,99,
it,99,99.16,
quite,99.179999,99.419999,
feasible,99.42,99.84,
and,99.84,99.95,
quite,99.95,100.12,
useful,100.12,100.55,
to,100.55,100.73,
develop,100.73,101.14,
ah,101.139999,101.379999,
mathematical,101.389999,101.91,
models,101.91,102.35,
ah,102.389999,102.529999,
even,102.55,102.84,
now,102.84,103.15,
[noise],103.17,103.58,
ah,103.58,103.74,
enough,103.74,104.02,
what,104.02,104.13,
i'm,104.13,104.21,
gonna,104.21,104.39,
talk,104.389999,104.539999,
about,104.549999,104.759999,
next,104.759999,105.239999,
[noise],105.54,106.02,
so,106.02,106.3,
i,106.41,106.52,
just,106.52,106.76,
as,106.76,106.88,
a,106.879999,106.959999,
warm,106.959999,107.259999,
up,107.26,107.43,
ah,107.619999,107.839999,
for,107.869999,108.039999,
this,108.039999,108.349999,
[noise],108.35,108.58,
uh,108.58,108.73,
let's,108.76,108.97,
say,108.97,109.36,
we,109.4,109.63,
wanted,109.63,109.91,
to,109.91,110.16,
solve,110.17,110.48,
the,110.48,110.59,
one,110.6,110.8,
sum,110.8,110.99,
problem,110.99,111.39,
so,111.57,111.73,
that's,111.73,111.94,
in,111.94,112.06,
the,112.06,112.11,
array,112.11,112.52,
how,112.53,112.61,
many,112.61,112.81,
zero's,112.81,113.17,
are,113.17,113.31,
they're,113.31,113.53,
so,113.85,114.13,
now,114.13,114.3,
there's,114.3,114.46,
just,114.46,114.66,
one,114.66,114.85,
for,114.85,115.09,
loop,115.09,115.4,
um,115.45,115.71,
we're,115.71,115.8,
just,115.8,115.98,
