so,4.25,4.25
now,4.44,4.44
let's,4.63,4.63
take,4.84,4.84
a,5,5
look,5.05,5.05
at,5.28,5.28
regular,5.47,5.47
expressions,5.91,5.91
ah,7.1,7.1
regular,7.32,7.32
expressions,7.67,7.67
are,8.25,8.25
relevant,8.45,8.45
in,8.78,8.78
relevant,9.139999,9.139999
to,9.57,9.57
uh,9.76,9.76
born,9.98,9.98
problem,10.349999,10.349999
known,10.67,10.67
as,10.84,10.84
the,10.969999,10.969999
pattern,11.15,11.15
matching,11.55,11.55
problem,11.929999,11.929999
we,13.13,13.13
wanna,13.28,13.28
know,13.49,13.49
is,13.78,13.78
a,13.99,13.99
given,14.07,14.07
string,14.44,14.44
an,14.98,14.98
element,15.13,15.13
of,15.49,15.49
a,15.61,15.61
given,15.66,15.66
set,15.94,15.94
of,16.16,16.16
strings,16.27,16.27
or,16.99,16.99
is,17.23,17.23
it,17.359999,17.359999
in,17.49,17.49
a,17.6,17.6
language,17.65,17.65
which,17.959999,17.959999
given,18.32,18.32
language,18.6,18.6
so,19.55,19.55
here's,19.69,19.69
an,19.88,19.88
example,19.97,19.97
from,20.44,20.44
computational,20.68,20.68
biochemistry,21.32,21.32
[noise],22.3,22.3
ah,22.89,22.89
one,23.55,23.55
way,23.83,23.83
to,24.02,24.02
represent,24.31,24.31
an,24.97,24.97
amino,25.11,25.11
you,25.32,25.32
acid,25.56,25.56
is,26.02,26.02
with,26.22,26.22
one,26.47,26.47
of,26.63,26.63
the,26.889999,26.889999
characters,27.33,27.33
that,29.42,29.42
are,29.54,29.54
listed,29.62,29.62
there,30.009999,30.009999
and,30.19,30.19
each,30.349999,30.349999
one,30.52,30.52
of,30.66,30.66
those,30.759999,30.759999
is,31.099999,31.099999
a,31.349999,31.349999
standard,31.59,31.59
representation,31.99,31.99
of,33.08,33.08
an,33.29,33.29
amino,33.36,33.36
acid,33.759999,33.759999
[noise],34.32,34.32
a,34.83,34.83
protein,34.940001,34.940001
is,35.52,35.52
a,35.65,35.65
string,35.74,35.74
of,36.190001,36.190001
amino,36.36,36.36
acids,36.71,36.71
so,37.11,37.11
just,37.3,37.3
a,37.53,37.53
string,37.6,37.6
consisting,37.97,37.97
of,38.6,38.6
those,38.76,38.76
letters,39.04,39.04
[noise],39.72,39.72
ah,40.27,40.27
so,40.53,40.53
there's,40.78,40.78
a,40.98,40.98
particular,41.05,41.05
type,41.68,41.68
of,41.96,41.96
protein,42.07,42.07
that,43.67,43.67
ah,44.28,44.28
is,44.47,44.47
referred,44.55,44.55
to,44.91,44.91
as,45.07,45.07
a,45.21,45.21
c.,45.4,45.4
two,45.78,45.78
h.,45.98,45.98
two,46.19,46.19
type,46.42,46.42
zinc,46.96,46.96
finger,47.32,47.32
domain,47.7,47.7
signature,48.15,48.15
[noise],48.77,48.77
and,49.11,49.11
that's,49.259999,49.259999
well,49.41,49.41
defined,49.77,49.77
by,50.42,50.42
these,50.71,50.71
specific,50.92,50.92
rules,51.469999,51.469999
ah,52.42,52.42
it's,52.73,52.73
a,53.02,53.02
<unk>,53.109999,53.109999
c,53.129999,53.129999
followed,53.68,53.68
by,54.1,54.1
two,54.37,54.37
three,54.61,54.61
or,54.889999,54.889999
four,54.97,54.97
amino,55.49,55.49
acids,55.83,55.83
it,56.64,56.64
could,56.74,56.74
be,56.89,56.89
anyone,57.02,57.02
of,57.33,57.33
them,57.43,57.43
[noise],57.7,57.7
followed,58.06,58.06
by,58.47,58.47
another,58.75,58.75
c,59.08,59.08
followed,59.57,59.57
by,59.86,59.86
exactly,60.05,60.05
three,60.56,60.56
amino,60.83,60.83
acids,61.19,61.19
followed,62.09,62.09
by,62.5,62.5
one,63.13,63.13
of,63.5,63.5
these,63.61,63.61
in,64.07,64.07
nine,64.21,64.21
specific,64.57,64.57
ones,65.15,65.15
l.,65.45,65.45
i.,65.71,65.71
b.,65.889999,65.889999
m.,66.139999,66.139999
f.,66.34,66.34
y.,66.54,66.54
w,66.809999,66.809999
r,67.37,67.37
x,67.52,67.52
follow,68.36,68.36
by,68.639999,68.639999
eight,68.88,68.88
more,69.11,69.11
amino,69.549999,69.549999
acids,69.849999,69.849999
follow,70.709999,70.709999
by,71.02,71.02
h.,71.25,71.25
then,71.639999,71.639999
follow,71.85,71.85
by,72.139999,72.139999
three,72.35,72.35
four,72.6,72.6
or,72.86,72.86
five,72.92,72.92
of,73.18,73.18
amino,73.209999,73.209999
me,73.27,73.27
no,73.36,73.36
acids,73.5,73.5
followed,73.88,73.88
by,74.24,74.24
h,74.46,74.46
it's,75.51,75.51
pretty,75.59,75.59
complicated,75.84,75.84
set,76.47,76.47
of,76.64,76.64
rules,76.75,76.75
but,77.18,77.18
well,77.41,77.41
life,77.87,77.87
is,78.15,78.15
complicated,78.28,78.28
[noise],79.21,79.21
so,79.7,79.7
we,80.179999,80.179999
might,80.41,80.41
have,80.55,80.55
the,80.73,80.73
question,80.809999,80.809999
i,81.469999,81.469999
have,81.59,81.59
a,81.719999,81.719999
given,81.77,81.77
protein,82.12,82.12
is,82.83,82.83
it,83.5,83.5
in,83.83,83.83
its,84.309999,84.309999
does,84.44,84.44
it,84.59,84.59
follow,84.719999,84.719999
these,84.99,84.99
rules,85.21,85.21
is,85.53,85.53
it,85.679999,85.679999
in,85.799999,85.799999
the,85.92,85.92
c,86.09,86.09
h,86.32,86.32
you,86.38,86.38
type,86.679999,86.679999
zinc,86.87,86.87
finger,87.089999,87.089999
domain,87.36,87.36
[noise],88.029999,88.029999
ah,88.5,88.5
so,88.709999,88.709999
there's,88.93,88.93
a,89.15,89.15
protein,89.199999,89.199999
so,89.74,89.74
let's,90.08,90.08
see,90.279999,90.279999
if,90.5,90.5
it,90.65,90.65
ah,90.88,90.88
actually,91.41,91.41
ah,92.31,92.31
follow,93.06,93.06
these,93.4,93.4
rules,93.6,93.6
weather,93.82,93.82
it,94.04,94.04
actually,94.08,94.08
follows,94.35,94.35
these,94.67,94.67
rules,94.81,94.81
or,95.03,95.03
not,95.1,95.1
[noise],95.39,95.39
is,95.79,95.79
it,95.96,95.96
in,96.09,96.09
the,96.17,96.17
language,96.26,96.26
define,96.78,96.78
by,97.16,97.16
those,97.32,97.32
rules,97.57,97.57
or,98.03,98.03
is,98.26,98.26
it,98.46,98.46
in,98.58,98.58
the,98.679999,98.679999
set,98.77,98.77
a,98.97,98.97
strings,99.03,99.03
defined,99.41,99.41
by,99.76,99.76
those,99.889999,99.889999
rules,100.139999,100.139999
[noise],100.76,100.76
and,101.08,101.08
the,101.25,101.25
answer,101.32,101.32
this,101.58,101.58
case,101.75,101.75
yes,102.179999,102.179999
starts,102.849999,102.849999
with,103.2,103.2
a,103.32,103.32
c.,103.389999,103.389999
and,104.469999,104.469999
then,104.71,104.71
there's,104.83,104.83
three,105.089999,105.089999
amino,105.54,105.54
acids,105.88,105.88
so,106.25,106.25
that's,106.440001,106.440001
the,106.68,106.68
first,106.77,106.77
bullet,107.059999,107.059999
point,107.34,107.34
