now,3.16,3.28
we're,3.28,3.37
gonna,3.37,3.55
look,3.55,3.74
at,3.74,3.87
an,3.87,3.99
alternative,3.99,4.61
to,4.61,4.7
the,4.7,4.79
while,4.79,5.05
statement,5.05,5.44
called,5.45,5.74
the,5.74,5.82
for,5.83,6.09
loop,6.09,6.37
<unk>,6.38,6.53
it's,6.54,6.75
just,6.75,6.91
another,6.91,7.22
way,7.22,7.51
of,7.51,7.61
formulating,7.61,8.27
loops,8.27,8.61
that,8.61,8.8
sometimes,8.97,9.49
to,9.5,9.59
make,9.59,9.8
a,9.8,9.85
program,9.849999,10.449999
look,10.53,10.82
clear,10.83,11.29
ah,11.33,11.58
and,11.59,11.82
easier,11.82,12.15
to,12.15,12.32
read,12.32,12.59
[noise],12.59,13.29
ah,13.29,13.5
it's,13.509999,13.589999
just,13.59,13.79
more,13.79,14.03
compact,14.03,14.49
and,14.49,14.73
understandable,14.74,15.189999
code,15.19,15.6
[noise],15.82,15.94
er,15.95,16.18
so,16.379999,16.629999
we're,16.629999,16.759999
the,16.76,16.84
for,16.84,17.12
loop,17.119999,17.489999
it,17.609999,17.939999
has,17.959999,18.139999
a,18.139999,18.189999
number,18.190001,18.440001
a,18.440001,18.510001
components,18.51,18.96
and,18.93,18.96
ah,18.96,19.11
the,19.119999,19.209999
first,19.21,19.47
thing,19.47,19.84
that,19.85,20.1
we,20.1,20.24
do,20.24,20.6
[noise],20.64,20.95
is,20.95,21.33
execute,21.33,21.88
un,21.92,22.15
initialization,22.18,23.21
statement,23.21,23.66
[noise],23.88,24.37
then,24.37,24.52
we,24.52,24.63
evaluate,24.63,25.13
a,25.13,25.18
boolean,25.18,25.47
expression,25.47,26.16
if,26.52,26.72
it's,26.72,26.91
TRUE,26.92,27.45
we,27.49,27.75
execute,27.75,28.38
a,28.44,28.52
sequence,28.52,28.96
of,28.96,29.02
given,29.02,29.249999
statement,29.27,29.8
and,29.8,29.94
then,29.94,30.04
we,30.04,30.16
execute,30.16,30.62
an,30.639999,30.779999
increment,30.79,31.13
statement,31.17,31.64
and,32.02,32.34
we,32.349999,32.549999
repeat,32.549999,32.919999
that,32.92,33.21
and,33.7,33.85
it's,33.849999,33.989999
a,33.99,34.07
language,34.07,34.65
structure,34.65,35.23
that,35.24,35.56
is,35.57,35.88
set,35.889999,36.099999
