[noise],3.69,3.92
now,3.92,4.09
that,4.09,4.21
you,4.21,4.34
know,4.34,4.55
how,4.55,4.66
to,4.66,4.74
use,4.74,5.07
basic,5.1,5.45
data,5.45,5.7
types,5.7,5.97
of,5.97,6.06
basic,6.06,6.42
operations,6.42,6.99
on,6.99,7.1
those,7.1,7.3
types,7.32,7.72
uh,8.03,8.14
we're,8.139999,8.259999
gonna,8.26,8.54
look,8.59,8.84
today,8.84,9.38
at,9.389999,9.579999
conditionals,9.59,10.2
and,10.2,10.45
loops,10.45,10.9
which,11.02,11.22
are,11.219999,11.289999
gonna,11.29,11.49
provide,11.49,11.95
a,11.95,12.01
way,12.009999,12.469999
to,12.63,12.87
do,12.88,13.11
computations,13.139999,13.899999
that,13.9,14.03
you,14.03,14.17
couldn't,14.17,14.79
be,14.799999,15.049999
doing,15.049999,15.349999
without,15.349999,15.589999
a,15.589999,15.619999
computer,15.62,16.13
first,17.539999,17.779999
we're,17.799999,17.899999
gonna,17.9,18.08
talk,18.08,18.28
about,18.289999,18.489999
conditionals,18.49,18.96
or,18.969999,19.21
the,19.21,19.34
if,19.35,19.54
statement,19.54,20.1
ah,20.53,20.65
in,20.65,20.82
general,20.82,21.33
we're,21.35,21.49
talking,21.49,21.81
about,21.81,22.17
adding,22.35,22.72
some,22.72,22.86
more,22.86,23.08
building,23.08,23.41
blocks,23.41,23.75
to,23.76,23.9
your,23.9,24.03
basic,24.04,24.52
uh,24.57,24.76
programming,24.78,25.28
skills,25.3,25.82
uh,26.139999,26.269999
last,26.27,26.53
time,26.53,26.79
we,26.79,26.9
talked,26.9,27.07
about,27.08,27.29
primitive,27.29,27.649999
data,27.65,27.92
types,27.92,28.28
and,28.28,28.42
math,28.42,28.8
and,28.8,28.9
text,28.9,29.29
io,29.29,29.41
and,29.41,29.61
assignment,29.61,30.01
statements,30.03,30.59
that's,30.95,31.18
pretty,31.19,31.4
much,31.4,31.76
uh,31.799999,31.959999
what,31.96,32.15
you,32.15,32.27
get,32.27,32.51
with,32.509999,32.669999
a,32.67,32.72
calculator,32.719999,33.459999
ah,33.78,34.09
with,34.139999,34.469999
conditionals,34.5,34.99
and,34.99,35.19
loops,35.190001,35.610001
ah,35.619999,35.839999
really,35.85,36.26
we,36.27,36.42
go,36.42,36.6
to,36.6,36.88
infinity,36.89,37.42
and,37.42,37.56
beyond,37.56,38
as,38,38.15
you'll,38.16,38.32
see,38.32,38.67
all,39.93,40.08
right,40.08,40.34
so,40.34,40.5
the,40.5,40.66
idea,40.66,41.07
of,41.07,41.27
conditional,41.27,41.68
and,41.68,41.92
loops,41.92,42.23
is,42.24,42.6
that,42.6,43.02
ah,43.09,43.34
<unk>,43.38,43.65
has,43.74,43.98
to,43.98,44.05
do,44.05,44.18
with,44.179999,44.339999
control,44.38,44.85
flow,44.849999,45.149999
in,45.15,45.29
a,45.29,45.33
computer,45.33,45.9
[noise],46,46.33
it's,46.33,46.53
the,46.54,46.66
sequence,46.66,47.11
of,47.11,47.2
statements,47.21,47.75
that,47.75,47.88
are,47.88,47.96
actually,47.96,48.41
executed,48.41,49
in,49,49.13
program,49.15,49.67
with,50.08,50.3
conditionals,50.299999,50.689999
and,50.69,50.91
loops,50.91,51.2
we,51.2,51.35
can,51.349999,51.529999
coreograph,51.559999,52.269999
the,52.279999,52.389999
control,52.389999,52.829999
flow,52.83,53.25
ah,53.76,53.97
before,54,54.57
the,54.58,54.69
previous,54.690001,55.070001
lecture,55.07,55.41
we,55.41,55.56
had,55.56,55.79
what's,55.79,55.95
called,55.95,56.2
a,56.2,56.31
straight,56.31,56.7
line,56.7,57.04
control,57.04,57.52
flow,57.52,57.87
where,58.13,58.32
we,58.32,58.43
just,58.43,58.63
executed,58.63,59.08
one,59.08,59.34
statement,59.34,59.83
after,59.85,60.15
the,60.15,60.29
other,60.29,60.53
all,60.53,60.74
our,60.74,60.82
programs,60.82,61.54
were,61.59,61.8
of,61.8,61.92
that,61.93,62.16
form,62.16,62.59
ah,63.179999,63.479999
with,63.49,63.86
<unk>,63.92,64.04
er,64.059999,64.179999
conditionals,64.219999,64.679999
and,64.679999,64.859999
loops,64.86,65.18
we,65.179999,65.299999
can,65.3,65.39
have,65.4,65.58
a,65.58,65.64
much,65.639999,65.889999
more,65.889999,66.099999
complicated,66.099999,66.799999
control,66.82,67.25
flow,67.25,67.66
that,67.86,68.14
enables,68.15,68.61
us,68.61,68.9
ah,68.92,69.11
to,69.16,69.28
do,69.28,69.48
a,69.48,69.54
much,69.54,69.86
much,69.86,70.12
richer,70.119999,70.529999
set,70.539999,70.829999
of,70.85,71
calculations,71,71.85
and,72.129999,72.319999
this,72.32,72.47
is,72.469999,72.569999
the,72.57,72.65
kind,72.65,72.87
of,72.87,72.94
thing,72.959999,73.269999
uh,73.3,73.42
that,73.45,73.58
we're,73.58,73.67
gonna,73.67,73.83
look,73.83,74.05
at,74.05,74.24
next,74.25,74.77
so,75.53,75.74
those,75.74,76.05
<unk>,76.07,76.19
simplest,76.2,76.81
statements,76.81,77.24
to,77.24,77.29
talk,77.29,77.48
about,77.49,77.7
is,77.7,77.81
called,77.81,78
the,78.01,78.15
if,78.16,78.37
statement,78.37,78.83
and,78.93,79.12
that's,79.12,79.32
where,79.32,79.52
we,79.52,79.68
execute,79.68,80.18
certain,80.179999,80.469999
statements,80.47,80.97
depending,80.97,81.45
on,81.45,81.53
the,81.53,81.61
values,81.61,82.01
of,82.01,82.12
certain,82.12,82.54
variables,82.62,83.34
[noise],83.37,83.84
ah,83.84,84.02
we,84.02,84.19
evaluate,84.19,84.78
an,84.809999,84.969999
expression,84.969999,85.649999
and,85.66,85.81
if,85.809999,85.929999
it's,85.929999,86.119999
TRUE,86.13,86.64
we,86.65,86.87
execute,86.87,87.27
a,87.27,87.4
statement,87.45,88
so,88.369999,88.549999
here's,88.549999,88.739999
a,88.74,88.83
very,88.83,89.07
simple,89.07,89.36
example,89.359999,89.849999
of,89.859999,89.999999
the,90,90.09
if,90.09,90.23
statement,90.23,90.6
if,90.64,90.95
x,90.97,91.27
less,91.27,91.55
than,91.55,91.69
zero,91.69,92.08
x,92.12,92.38
equals,92.38,92.71
minus,92.71,92.94
uh,92.94,93.02
x,93.02,93.46
[noise],93.61,94.19
this,94.19,94.51
replaces,94.54,95.2
x,95.2,95.48
whith,95.48,95.56
uh,95.56,95.61
the,95.61,95.73
absolute,95.73,96.09
value,96.09,96.45
of,96.45,96.58
x,96.58,97.06
there's,97.16,97.53
you,97.61,97.74
know,97.74,97.88
it,97.89,98.05
tests,98.11,98.41
the,98.41,98.52
boolean,98.52,98.81
ah,98.809999,98.839999
expression,98.84,99.45
x,99.49,99.76
less,99.76,100
than,100,100.15
zero,100.15,100.68
uh,101.07,101.34
end,101.34,101.72
if,101.73,102.12
it's,102.24,102.55
TRUE,102.559999,103.089999
then,103.179999,103.599999
ah,103.679999,103.799999
it,103.799999,103.959999
sets,103.96,104.24
x,104.25,104.41
to,104.41,104.6
minus,104.599999,104.809999
ah,104.809999,104.879999
x,104.88,105.35
and,105.4,105.59
if,105.589999,105.859999
it's,105.86,105.96
FALSE,105.96,106.28
