as,3.8,3.98
a,3.98,4.06
first,4.06,4.3
substantial,4.3,4.96
example,4.96,5.44
we're,5.44,5.56
gonna,5.56,5.75
talk,5.75,5.96
about,5.97,6.22
kind,6.63,6.77
of,6.77,6.86
an,6.86,6.95
ultimate,6.96,7.29
abstraction,7.29,8.06
color,8.13,8.48
so,9.28,9.85
what,9.94,10.13
is,10.13,10.17
this,10.17,10.25
color,10.28,10.68
[noise],10.679999,10.899999
ah,10.92,11.14
well,11.139999,11.629999
ah,11.679999,11.949999
without,11.96,12.34
going,12.34,12.59
into,12.59,13.11
ah,13.16,13.44
all,13.48,13.66
the,13.66,13.83
details,13.84,14.42
though,14.42,14.62
we're,14.63,14.76
gonna,14.759999,14.929999
say,14.929999,15.319999
it's,15.54,15.73
a,15.73,15.81
sensation,15.809999,16.419999
in,16.42,16.52
the,16.529999,16.649999
eye,16.65,16.97
from,16.98,17.16
electromagnetic,17.16,18.19
ah,18.299999,18.439999
radiation,18.45,19.11
[noise],19.29,19.77
ah,19.89,20.15
but,20.16,20.44
what,20.46,20.83
from,21.11,21.29
the,21.29,21.4
current,21.61,21.91
context,21.91,22.49
what,22.49,22.65
we're,22.65,22.88
interested,22.88,23.39
in,23.39,23.65
is,23.66,24
an,24.02,24.19
adt,24.19,24.94
that,24.94,25.08
allows,25.08,25.51
us,25.51,25.72
to,25.74,25.87
write,25.87,26.08
java,26.08,26.38
programs,26.38,26.93
that,26.929999,27.079999
maniulate,27.08,27.65
color,27.67,28.03
[noise],28.23,28.81
uh,28.809999,28.979999
and,28.98,29.13
its,29.13,29.27
a,29.27,29.43
fairly,29.54,30.03
simple,30.04,30.68
abstract,30.74,31.15
data,31.15,31.39
type,31.389999,31.689999
the,31.799999,31.939999
values,31.94,32.62
are,32.66,32.77
gonna,32.77,32.95
be,32.95,33.2
red,33.2,33.54
green,33.549999,34.029999
and,34.07,34.33
blue,34.539999,34.789999
values,34.789999,35.379999
or,35.469999,35.579999
they're,35.58,35.7
gonna,35.699999,35.799999
be,35.809999,35.969999
bit,35.98,36.18
values,36.18,36.59
eight,36.57,36.75
bit,37.07,37.35
<unk>,37.34,37.52
integer,37.62,38
values,38,38.33
eight,38.33,38.51
bits,38.51,38.75
each,38.75,39.09
[noise],39.09,39.32
which,39.35,39.55
are,39.55,39.62
the,39.62,39.73
intensity,39.73,40.44
of,40.46,40.63
the,40.63,40.72
red,40.72,40.99
green,41,41.32
and,41.32,41.42
blue,41.42,41.72
in,41.72,41.81
the,41.81,41.92
color,41.92,42.29
and,42.35,42.64
you,42.64,42.85
mix,42.85,43.13
them,43.13,43.4
ah,43.44,43.8
on,43.99,44.2
the,44.2,44.3
display,44.3,44.76
or,44.76,44.85
and,44.849999,45.039999
or,45.059999,45.389999
ah,45.42,45.6
on,45.639999,45.809999
a,45.809999,45.929999
printed,45.99,46.3
page,46.3,46.74
ah,47.04,47.16
you're,47.17,47.34
gonna,47.34,47.5
get,47.509999,47.639999
an,47.639999,47.75
associated,47.75,48.18
a,48.179999,48.249999
color,48.25,48.65
[noise],48.83,49.19
so,49.19,49.48
if,49.48,49.61
you,49.61,49.69
have,49.69,49.83
already,49.84,50.44
[noise],50.44,50.71
know,50.71,50.92
green,50.92,51.1
and,51.099999,51.169999
blue,51.17,51.45
you,51.45,51.56
then,51.559999,51.739999
you,51.74,51.84
get,51.839999,52.059999
not,52.119999,52.309999
this,52.32,52.59
this,52.629999,52.869999
kind,52.869999,53.019999
of,53.02,53.17
red,53.17,53.46
for,53.52,53.91
green,53.91,54.18
it's,54.18,54.36
kind,54.359999,54.469999
of,54.47,54.56
a,54.56,54.61
bright,54.61,54.88
green,54.88,55.25
ah,55.6,55.74
all,55.75,55.93
blue,55.93,56.21
it's,56.21,56.36
kind,56.36,56.48
of,56.48,56.6
a,56.6,56.65
bright,56.65,56.94
blue,56.94,57.26
[noise],57.35,57.76
ah,57.76,57.97
but,57.98,58.13
if,58.13,58.22
you,58.22,58.32
have,58.32,58.46
mixed,58.48,58.78
values,58.78,59.4
ah,59.41,59.68
then,59.72,60.08
ah,60.27,60.48
all,60.49,60.74
zeroes,60.74,61.26
is,61.27,61.51
black,61.54,62.06
ah,62.33,62.69
in,62.7,62.93
all,62.929999,63.289999
two,63.38,63.56
fifty,63.559999,63.839999
five,63.84,64.27
is,64.32,64.53
white,64.53,64.92
[noise],64.99,65.42
uh,65.42,65.63
and,65.63,65.85
then,65.849999,65.989999
in,65.99,66.08
between,66.08,66.59
we,66.59,66.71
get,66.71,66.9
the,66.9,67.04
colors,67.059999,67.419999
that,67.42,67.55
we,67.549999,67.649999
use,67.65,67.96
and,67.96,68.16
slide,68.16,68.56
in,68.559999,68.649999
the,68.65,68.74
book,68.74,68.97
and,69.37,69.7
ah,69.74,70.08
so,70.1,70.45
he'd,70.449999,70.819999
a,70.859999,71.039999
nicer,71.039999,71.409999
blue,71.41,71.76
an,71.76,71.91
uh,71.91,72.09
more,72.24,72.48
pleasing,72.48,72.99
i'd,73.039999,73.219999
ah,73.04,73.16
looking,73.219999,73.589999
um,73.61,73.74
magenta,73.75,74.26
[noise],74.44,74.97
so,74.97,75.18
that's,75.18,75.42
what,75.42,75.53
a,75.53,75.58
color,75.58,75.9
is,75.9,76.35
ah,76.49,76.86
a,76.93,77.33
[noise],77.35,77.87
a,78.24,78.36
triple,78.36,78.89
of,78.9,79.16
eight,79.18,79.37
bit,79.38,79.53
values,79.53,80.08
and,81.71,81.99
uh,82,82.15
if,82.15,82.21
they're,82.21,82.34
all,82.34,82.47
the,82.48,82.59
same,82.59,83.06
you,83.29,83.48
always,83.48,84.23
something,84.23,84.54
on,84.54,84.62
a,84.62,84.68
gray,84.69,84.88
scale,84.88,85.19
and,85.19,85.25
we'll,85.25,85.35
see,85.349999,85.509999
that,85.509999,85.689999
in,85.69,85.8
a,85.799999,85.839999
