now,4.28,4.43
that,4.43,4.49
you,4.49,4.54
are,4.54,4.64
familiar,4.64,5.1
with,5.1,5.27
the,5.27,5.35
basic,5.35,5.78
elements,5.78,6.12
of,6.12,6.26
programming,6.26,6.89
from,6.9,7.25
Java's,7.26,7.81
numeric,7.81,8.23
data,8.23,8.5
types,8.5,9
to,9,9.3
conditionals,9.33,10
and,10,10.15
loops,10.15,10.73
functions,10.74,11.51
recursion,11.53,12.35
io,12.61,13.18
libraries,13.19,13.96
and,13.98,14.35
the,14.349999,14.439999
like,14.44,14.81
and,15.299999,15.419999
even,15.42,15.63
performance,15.63,16.31
uh,16.34,16.52
we're,16.52,16.68
ready,16.68,16.88
to,16.879999,17.019999
move,17.02,17.33
to,17.33,17.46
another,17.459999,17.799999
level,17.799999,18.089999
of,18.09,18.2
programming,18.199999,18.809999
where,19.03,19.32
you're,19.32,19.6
able,19.6,19.9
to,19.91,20.19
define,20.22,20.72
and,20.72,20.83
use,20.83,21.21
your,21.21,21.41
own,21.41,21.58
data,21.58,21.84
types,21.84,22.32
and,22.37,22.44
then,22.44,22.51
that's,22.51,22.67
what,22.67,22.76
we're,22.76,22.85
gonna,22.85,23
start,23.01,23.31
on,23.31,23.46
today,23.46,23.86
let's,25.98,26.11
start,26.11,26.36
with,26.36,26.51
a,26.51,26.55
brief,26.55,26.85
overview,26.849999,27.369999
first,28.59,29.05
a,29.13,29.25
basic,29.259999,29.639999
definition,29.639999,30.239999
we,30.38,30.54
talked,30.54,30.72
about,30.73,30.93
this,30.929999,31.109999
before,31.11,31.63
a,31.849999,31.959999
data,31.96,32.24
type,32.24,32.55
is,32.559999,32.679999
a,32.679999,32.759999
set,32.759999,32.949999
of,32.95,33.05
values,33.059999,33.449999
and,33.45,33.58
set,33.589999,33.779999
of,33.78,33.89
operations,33.889999,34.479999
on,34.48,34.62
those,34.619999,34.829999
values,34.83,35.38
and,35.889999,36.309999
we,36.309999,36.419999
looked,36.42,36.63
at,36.63,36.75
a,36.75,36.81
number,36.81,37.26
of,37.3,37.6
java's,37.6,38.04
built,38.06,38.35
in,38.35,38.5
data,38.5,38.76
types,38.76,39.05
and,39.05,39.2
that's,39.2,39.36
what,39.36,39.47
we,39.47,39.6
been,39.6,39.75
using,39.75,40.26
as,40.29,40.44
the,40.44,40.53
basis,40.53,40.93
for,40.94,41.08
composing,41.08,41.53
our,41.53,41.64
programs,41.66,42.21
up,42.62,42.78
to,42.78,42.89
this,42.89,43.11
point,43.12,43.48
ah,44.15,44.53
in,44.88,45.09
the,45.09,45.26
primitive,45.45,45.89
types,45.889999,46.239999
in,46.24,46.44
java,46.45,46.75
language,46.87,47.35
like,47.349999,47.589999
int,47.599999,47.909999
and,47.92,48.04
double,48.04,48.33
and,48.33,48.46
so,48.46,48.65
forth,48.65,49.08
[noise],49.08,49.42
the,49.42,49.53
values,49.53,50
immediately,50,50.61
mapped,50.61,50.87
to,50.87,51.05
machine,51.049999,51.559999
representations,51.86,52.68
and,52.68,52.85
the,52.859999,52.969999
operations,52.969999,53.579999
immediately,53.65,54.15
mapped,54.15,54.41
to,54.42,54.5
machine,54.53,54.86
instructions,54.89,55.61
so,55.84,56.03
programs,56.03,56.54
that,56.54,56.62
use,56.62,56.91
